,Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category,total_people,total_nights,package_count
5608,tour_idh8d5yq5i,CHINA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,37,0,No,High Cost,1.0,37,0
5609,tour_idkchr57b9,UNITED STATES OF AMERICA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost,1.0,2,0
5610,tour_idehf0pfsk,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,Yes,Low Cost,1.0,1,0
5611,tour_id7vjl1tp0,AUSTRALIA,45-64,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,Normal Cost,1.0,7,5
5612,tour_ida0hypy24,AUSTRALIA,18-24,Alone,1.0,0.0,Business,Bird Tourism,"Travel agent, tour operator",Independent,Yes,No,No,No,No,No,No,5,0,Yes,Normal Cost,1.0,5,1
5613,tour_idiwk8f5cc,AUSTRALIA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
5614,tour_idzvxto5dz,UAE,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,3,0,Yes,Higher Cost,2.0,3,6
5615,tour_idlut0c5w3,SOUTH AFRICA,25-44,With Other Friends/Relatives,4.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,No,No,No,0,7,Yes,Higher Cost,4.0,7,2
5616,tour_idmr8ofpo2,ITALY,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,6,0,Yes,Normal Cost,1.0,6,4
5617,tour_id8lh0c2pf,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost,4.0,9,7
5618,tour_id9ifi7n4j,KENYA,25-44,With Other Friends/Relatives,1.0,1.0,Meetings and Conference,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,Yes,High Cost,2.0,13,0
5619,tour_idf0r9rcnx,UNITED STATES OF AMERICA,65+,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,12,0,Yes,High Cost,3.0,12,7
5620,tour_idtkrdrri5,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,No,Higher Cost,2.0,10,6
5621,tour_idxsyjz3b0,SWEDEN,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,15,No,Normal Cost,1.0,45,0
5622,tour_idqo17alls,CANADA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Lower Cost,2.0,14,5
5623,tour_ideh6wucvx,GERMANY,25-44,Alone,0.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Package Tour,No,No,No,No,No,Yes,Yes,27,0,No,Normal Cost,1.0,27,2
5624,tour_idp3oeyslw,FRANCE,45-64,With Spouse and Children,0.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,2.0,10,6
5625,tour_id2l2hdlwx,SOUTH AFRICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost,1.0,4,0
5626,tour_idwvvylcgl,RWANDA,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,2.0,2,0
5627,tour_ido7axjtzs,UNITED KINGDOM,45-64,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,12,2,Yes,Normal Cost,1.0,14,0
5628,tour_id3p5tifum,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,14,6,Yes,Higher Cost,2.0,20,3
5629,tour_idtit06e5j,UGANDA,45-64,Alone,1.0,0.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Low Cost,1.0,1,0
5630,tour_id1x6veh0i,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,Tanzania Mission Abroad,Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
5631,tour_idmw2i2u5p,SPAIN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,7,0,Yes,High Cost,2.0,7,5
5632,tour_idkqe2qhxe,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Higher Cost,1.0,11,5
5633,tour_id4d9pwhkg,SOUTH AFRICA,25-44,With Other Friends/Relatives,6.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,Higher Cost,6.0,7,4
5634,tour_idx931mwpn,NETHERLANDS,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,No,0,14,Yes,High Cost,2.0,14,3
5635,tour_idpdaf1d84,DENMARK,25-44,Alone,0.0,1.0,Business,Business,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,12,2,Yes,High Cost,1.0,14,0
5636,tour_idwtq375ow,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,Higher Cost,1.0,4,7
5637,tour_idisjezlc2,KENYA,25-44,With Other Friends/Relatives,1.0,1.0,Meetings and Conference,Mountain Climbing,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost,2.0,2,0
5638,tour_idl2dx4jjl,TAIWAN,45-64,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,0,Yes,Higher Cost,1.0,10,7
5639,tour_idb5afyjkj,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,No,Yes,Yes,Yes,Yes,Yes,5,5,Yes,Low Cost,2.0,10,6
5640,tour_id0s74ihg3,CHILE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,4,6,Yes,Normal Cost,2.0,10,4
5641,tour_idlcjrkm4b,UGANDA,25-44,Alone,1.0,0.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost,1.0,2,0
5642,tour_idcm6eeb05,ZAMBIA,25-44,With Other Friends/Relatives,0.0,2.0,Business,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,3,0,Yes,Lower Cost,2.0,3,0
5643,tour_ideslnfpel,SOUTH AFRICA,25-44,With Other Friends/Relatives,0.0,2.0,Business,Wildlife Tourism,Inflight magazines,Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost,2.0,4,0
5644,tour_id5gygt2mt,FRANCE,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Business,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,1,6,Yes,Normal Cost,3.0,7,0
5645,tour_idxrfh75qj,BELGIUM,25-44,Alone,1.0,0.0,Meetings and Conference,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost,1.0,4,0
5646,tour_idizg140ho,AUSTRALIA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Normal Cost,1.0,6,6
5647,tour_id8o1ywpi2,RWANDA,25-44,,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,1.0,5,0
5648,tour_idxdiwh0w2,UNITED STATES OF AMERICA,65+,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,Yes,High Cost,1.0,4,5
5649,tour_id9isghh9l,SWIZERLAND,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,Yes,14,4,No,High Cost,1.0,18,5
5650,tour_id6ea5fqp5,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,No,Yes,Yes,No,14,4,No,Higher Cost,2.0,18,4
5651,tour_idxoaio0hm,KENYA,25-44,Alone,0.0,1.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,5,0,No,Lower Cost,1.0,5,0
5652,tour_id1bhtbo4n,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,No,No,No,Yes,No,11,0,Yes,High Cost,1.0,11,3
5653,tour_idfk99f1yv,NIGERIA,45-64,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,0,No,High Cost,1.0,60,0
5654,tour_idbwntmidw,KENYA,18-24,Alone,0.0,1.0,Business,Bird Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,Yes,Normal Cost,1.0,3,0
5655,tour_ids3em8div,RWANDA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,2.0,3,0
5656,tour_id1uzih16s,FRANCE,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,0,Yes,Normal Cost,2.0,14,0
5657,tour_id47pta25h,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,Higher Cost,2.0,7,5
5658,tour_idv6xr4upj,KENYA,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost,1.0,4,0
5659,tour_idxswsptbn,CHINA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,5,3,No,High Cost,1.0,8,6
5660,tour_id7x5xp5aw,PHILIPINES,25-44,Alone,0.0,1.0,Business,Bird Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,20,0,Yes,Lower Cost,1.0,20,0
5661,tour_idco8wpof3,NORWAY,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,15,3,No,Normal Cost,1.0,18,0
5662,tour_id5xww2t9i,ITALY,25-44,With Spouse,1.0,1.0,Other,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost,2.0,7,4
5663,tour_id6ffp39yd,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Lower Cost,1.0,5,5
5664,tour_id4h0cy0hf,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,Others,Independent,No,No,No,No,No,No,No,6,0,Yes,Normal Cost,2.0,6,0
5665,tour_id5dwk9x3a,UNITED KINGDOM,65+,Alone,0.0,1.0,Business,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,12,0,No,High Cost,1.0,12,0
5666,tour_id9cb7odu1,ZAMBIA,25-44,Alone,0.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,1.0,3,0
5667,tour_idrywxg6x6,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,14,Yes,High Cost,2.0,14,6
5668,tour_idahzwyjsf,ZAMBIA,25-44,Alone,0.0,1.0,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,6,0,Yes,Low Cost,1.0,6,0
5669,tour_id2pnbfke8,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,0,Yes,Normal Cost,1.0,9,5
5670,tour_idnbxr3zn5,SOUTH AFRICA,25-44,With Other Friends/Relatives,1.0,1.0,Business,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Higher Cost,2.0,5,0
5671,tour_ids4bbawat,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,Yes,13,0,Yes,Higher Cost,2.0,13,6
5672,tour_id5cqer2m6,GERMANY,25-44,With Other Friends/Relatives,0.0,2.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,10,6,Yes,Normal Cost,2.0,16,0
5673,tour_idp5on0xbl,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,6,3,Yes,High Cost,2.0,9,5
5674,tour_id7tqmwidg,NETHERLANDS,45-64,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,3,Yes,High Cost,1.0,8,0
5675,tour_idlswoi7mh,FRANCE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,7,Yes,Higher Cost,2.0,14,5
5676,tour_ide7zhtmvq,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,5,0,Yes,Lower Cost,2.0,5,5
5677,tour_id5ef7xy0s,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,No,Yes,Yes,No,10,0,Yes,Normal Cost,2.0,10,4
5678,tour_idojbzqvw3,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,0,Yes,Highest Cost,2.0,7,7
5679,tour_idlmmo1izq,ARGENTINA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,2,Yes,Normal Cost,2.0,5,0
5680,tour_idmvr4axk1,UNITED KINGDOM,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,10,4,Yes,Higher Cost,4.0,14,7
5681,tour_id773r5jqd,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Business,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost,2.0,7,4
5682,tour_idqozg8q95,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost,2.0,10,6
5683,tour_idomg1ufdk,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,1.0,Other,Hunting Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,No,No,10,0,Yes,High Cost,2.0,10,4
5684,tour_idbljokjij,UNITED STATES OF AMERICA,18-24,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,10,0,Yes,Higher Cost,2.0,10,6
5685,tour_idgld92ejz,UNITED KINGDOM,45-64,Alone,0.0,1.0,Meetings and Conference,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,7,0,No,Normal Cost,1.0,7,0
5686,tour_iddac3r5wo,FRANCE,45-64,With Spouse and Children,1.0,4.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,7,0,Yes,Higher Cost,5.0,7,4
5687,tour_idyhh3fb3p,SOUTH AFRICA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,1,0,Yes,Lower Cost,1.0,1,3
5688,tour_id5v07dkg9,UGANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
5689,tour_id25u38bib,SPAIN,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,5,Yes,Higher Cost,2.0,11,7
5690,tour_idikkm7fw8,CYPRUS,25-44,With Other Friends/Relatives,1.0,2.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,9,0,Yes,Normal Cost,3.0,9,0
5691,tour_idlyxoarwt,ETHIOPIA,25-44,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,5,Yes,High Cost,1.0,13,0
5692,tour_idppe1cfcw,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,9,5,Yes,Higher Cost,2.0,14,5
5693,tour_idlbuzuuxz,GERMANY,18-24,With Other Friends/Relatives,1.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,47,0,No,High Cost,2.0,47,0
5694,tour_idz22ojeie,AUSTRALIA,45-64,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,4,Yes,Higher Cost,1.0,14,6
5695,tour_idb2dqy4f3,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,3,Yes,Normal Cost,2.0,4,0
5696,tour_idl88z2i41,UNITED KINGDOM,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Normal Cost,1.0,8,6
5697,tour_id7xp2sd0d,FRANCE,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,4,No,Higher Cost,4.0,8,6
5698,tour_idfjwvdkdx,CHINA,25-44,Alone,0.0,0.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Lower Cost,0.0,5,0
5699,tour_ida4i87bll,UNITED KINGDOM,45-64,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,Normal Cost,2.0,11,5
5700,tour_idpiyziv6c,NETHERLANDS,45-64,With Spouse and Children,1.0,3.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,7,5,Yes,Higher Cost,4.0,12,5
5701,tour_idrn2yczcj,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,5,Yes,Normal Cost,1.0,18,6
5702,tour_idwd2xfc8h,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,15,4,Yes,Normal Cost,1.0,19,6
5703,tour_idm7j3frhm,SPAIN,18-24,,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,7,0,Yes,High Cost,1.0,7,5
5704,tour_idgim2amgz,ZIMBABWE,25-44,With Other Friends/Relatives,0.0,2.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,High Cost,2.0,2,0
5705,tour_id6uqkuhqx,ANGOLA,45-64,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
5706,tour_idah94msx7,GERMANY,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,3,Yes,Normal Cost,1.0,5,0
5707,tour_id7n8cvunz,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,Yes,No,4,2,No,High Cost,2.0,6,4
5708,tour_idh9izwywp,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,Yes,0,14,Yes,Higher Cost,2.0,14,4
5709,tour_idm8ik5ouu,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,0,Yes,Higher Cost,2.0,5,7
5710,tour_id0s48c85g,KENYA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Lower Cost,1.0,3,0
5711,tour_idat9vyolm,CANADA,18-24,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,11,0,Yes,High Cost,1.0,11,6
5712,tour_idc9x1m9wp,AUSTRALIA,18-24,Alone,1.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4,0,Yes,High Cost,1.0,4,7
5713,tour_id8trqlgsm,NORWAY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,16,4,Yes,Higher Cost,2.0,20,5
5714,tour_idzc58fmk2,UGANDA,25-44,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,13,0,No,Normal Cost,1.0,13,0
5715,tour_idf755h2f2,ITALY,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,12,0,Yes,Higher Cost,2.0,12,3
5716,tour_id2so8re1y,CHINA,45-64,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,0,No,High Cost,2.0,13,6
5717,tour_idttpcy65z,SWEDEN,18-24,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,No,Yes,No,Yes,No,7,12,Yes,Normal Cost,1.0,19,4
5718,tour_idaqeuyvll,SWEDEN,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,Higher Cost,1.0,13,7
5719,tour_idh9rrhzjk,ZAMBIA,25-44,Alone,0.0,1.0,Business,Bird Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,14,0,No,Lower Cost,1.0,14,0
5720,tour_idypsj0pii,ITALY,25-44,With Spouse and Children,2.0,1.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,Normal Cost,3.0,7,6
5721,tour_idnhztu1rh,INDIA,25-44,Alone,0.0,1.0,Meetings and Conference,Mountain Climbing,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost,1.0,2,0
5722,tour_idexerjs8z,UNITED KINGDOM,25-44,Alone,0.0,1.0,Meetings and Conference,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Low Cost,1.0,3,0
5723,tour_idcgvsvnzj,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,14,Yes,Higher Cost,2.0,14,6
5724,tour_id457jsbnn,UNITED KINGDOM,45-64,With Spouse and Children,2.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,5,Yes,Higher Cost,3.0,11,6
5725,tour_id1nrk5fu2,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,No,Yes,No,No,No,2,0,Yes,Normal Cost,1.0,2,2
